#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,price
6140,52.37543391,4.85048083,3.34676378,4,1,1,1,1,1,7,1,Not Possible,Entire home/apt,90
6142,52.35150772,4.890037262,3.141433,4,1,2,1,3,1,2,3,Not Possible,Entire home/apt,250
6145,52.35655161,4.896043649,2.526060637,2,1,1,1,2,1,4,6,Not Possible,Entire home/apt,68
6147,52.37533563,4.896554706,0.470566121,4,1,1,1,2,2,1,44,Not Possible,Entire home/apt,117
6148,52.36276351,4.852791409,3.653056977,3,1,2,1,1,1,2,6,Not Possible,Entire home/apt,99
6149,52.37821408,4.800433735,6.71637,3,1,2,1,2,1,3,12,Not Possible,Entire home/apt,105
6153,52.36297228,4.861203087,3.15824327,4,1,1,1,2,1,1,45,Not Possible,Entire home/apt,130
6155,52.36749437,4.880688118,1.818183787,2,1,1,1,1,1,3,1,Not Possible,Entire home/apt,150
6158,52.32444728,4.873010206,6.342017516,4,1,4,1,1,1,7,1,Not Possible,Entire home/apt,80
6160,52.36355888,4.928209925,2.613285179,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,80
6161,52.35099968,4.893881423,3.155094435,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,150
6162,52.40902551,4.901030296,3.317358417,3,1,2,1,2,1,1,2,Not Possible,Entire home/apt,110
6165,52.3639608,4.884656622,1.966833471,2,1,1,1,1,1,2,14,Not Possible,Entire home/apt,250
6166,52.37626797,4.878701933,1.443169479,2,1,1,1,1,1,3,0,Not Possible,Entire home/apt,109
6167,52.35685479,4.897108428,2.486889572,2,1,1,1,2,1,2,17,Not Possible,Entire home/apt,108
6168,52.35201869,4.853876529,4.321014347,3,1,1,1,2,1,2,1,Not Possible,Entire home/apt,130
6169,52.36752579,4.85793706,3.099119193,2,1,1,1,1,1,3,6,Not Possible,Entire home/apt,89
6170,52.35791055,4.9036969,2.382219543,2,1.5,1,1,1,1,1,0,Not Possible,Entire home/apt,200
6172,52.38529053,4.888561793,1.00163613,3,1,1,1,1,1,2,6,Not Possible,Entire home/apt,100
6173,52.36340944,4.875073252,2.40952956,4,4,6,1,4,1,5,9,Not Possible,Entire home/apt,319
6175,52.34987059,4.901988507,3.2626308,4,1,2,1,1,1,2,3,Not Possible,Entire home/apt,150
6176,52.32225989,4.955654344,7.38822715,2,1,0,1,1,1,1,4,Not Possible,Entire home/apt,55
6178,52.38322712,4.892483996,0.650705151,4,2,4,1,2,1,2,7,Not Possible,Entire home/apt,220
6182,52.35097063,4.857012714,4.256511081,6,1,4,1,4,1,1,15,Not Possible,Entire home/apt,260
6185,52.37117253,4.862829103,2.638055321,2,1,1,1,2,1,2,12,Not Possible,Entire home/apt,130
6189,52.37921328,4.870254012,1.979205478,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,125
6192,52.37631665,4.8614739,2.594590172,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,77
6193,52.37442152,4.897919405,0.539619652,4,1.5,2,1,1,1,2,9,Not Possible,Entire home/apt,265
6194,52.35112272,4.853679291,4.400616651,4,1,2,1,1,1,2,1,Not Possible,Entire home/apt,110
6195,52.39363228,4.916032404,1.960574825,4,1,2,1,1,1,2,9,Not Possible,Entire home/apt,90
6196,52.36942302,4.850456177,3.495292912,3,1.5,2,1,1,1,3,2,Not Possible,Entire home/apt,100
6197,52.37330776,4.880276916,1.454494225,4,2,2,1,1,1,14,4,Not Possible,Entire home/apt,175
6198,52.36375926,4.933601144,2.883497069,2,1,1,1,1,1,2,9,Not Possible,Entire home/apt,90
6199,52.37358254,4.943934583,3.082679789,3,1.5,1,1,2,1,2,14,Not Possible,Entire home/apt,134
6200,52.374362,4.877326921,1.59255297,2,1,1,1,1,1,2,15,Not Possible,Entire home/apt,98
6202,52.35811966,4.919147993,2.696585276,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,90
6203,52.35785162,4.888021714,2.494290034,2,1,1,1,1,1,2,19,Not Possible,Entire home/apt,159
6210,52.38010605,4.855947882,2.95138153,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,110
6212,52.34541432,4.910162936,3.823219262,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,69
6213,52.35171367,4.888981841,3.134446633,4,1,1,1,2,1,1,9,Not Possible,Entire home/apt,180
6215,52.36069387,4.935559227,3.198871336,2,1.5,1,1,1,1,2,5,Not Possible,Entire home/apt,80
6218,52.38758164,4.885828429,1.31189188,4,1,3,1,1,1,3,1,Not Possible,Entire home/apt,250
6219,52.37206578,4.930812737,2.271329941,2,1,0,1,1,1,2,37,Not Possible,Entire home/apt,75
6220,52.38586346,4.886217588,1.163354716,2,1,1,1,1,1,5,0,Not Possible,Entire home/apt,145
6222,52.39178476,4.872405549,2.306305228,2,1,1,1,1,1,6,14,Not Possible,Entire home/apt,99
6226,52.34829798,4.860703377,4.323216369,3,1,1,1,1,1,1,42,Not Possible,Entire home/apt,168
6227,52.35224335,4.901634519,2.998068887,2,1,1,1,1,1,1,22,Not Possible,Entire home/apt,95
6228,52.34906928,4.861445345,4.224557296,3,1,1,1,2,1,3,4,Not Possible,Entire home/apt,119
6229,52.37311832,4.906528146,0.828794148,3,1.5,2,1,2,1,14,6,Not Possible,Entire home/apt,130
6231,52.36726916,4.875740538,2.082735592,2,1.5,1,1,1,1,3,10,Not Possible,Entire home/apt,199
6232,52.36181603,4.92654852,2.666872417,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,150
6234,52.36370291,4.933428464,2.877827462,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,109
6236,52.35240795,4.912502096,3.105401666,4,1.5,3,1,1,1,3,7,Not Possible,Entire home/apt,174
6237,52.35973636,4.849533218,4.016799506,2,1,1,1,1,1,5,1,Not Possible,Entire home/apt,100
6238,52.36525878,4.911172769,1.740948506,2,1,1,1,1,1,3,52,Not Possible,Entire home/apt,150
6241,52.36901845,4.887495418,1.390335932,2,1.5,1,1,1,1,2,5,Not Possible,Entire home/apt,135
6243,52.37097922,4.909644699,1.145614223,6,1,2,1,5,1,2,23,Not Possible,Entire home/apt,250
6245,52.34660508,4.893461245,3.643482669,4,1.5,2,1,1,1,2,1,Not Possible,Entire home/apt,100
6246,52.35815404,4.910833784,2.462225146,3,1.5,2,1,2,1,2,1,Not Possible,Entire home/apt,95
6247,52.37033087,4.854479688,3.204486726,4,1,2,1,2,1,1,9,Not Possible,Entire home/apt,127
6250,52.39041195,4.88622055,1.535649249,2,1,1,1,2,1,2,15,Not Possible,Entire home/apt,89
6251,52.37263128,4.951830286,3.628665687,5,2,3,1,1,1,2,9,Not Possible,Entire home/apt,250
6252,52.3684227,4.852809242,3.381658218,2,1,1,1,1,1,3,2,Not Possible,Entire home/apt,95
6253,52.38019812,4.887183989,0.83829369,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,90
6255,52.3639609,4.877361319,2.259569774,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,140
6256,52.3689185,4.865287856,2.582260066,2,1,1,1,1,1,3,5,Not Possible,Entire home/apt,200
6257,52.36244872,4.85028046,3.818509336,4,1,2,1,1,1,2,21,Not Possible,Entire home/apt,190
6258,52.36692727,4.900729847,1.365433048,2,1,1,1,1,1,3,13,Not Possible,Entire home/apt,139
6259,52.3650491,4.93006737,2.60562454,2,1,2,1,1,1,4,2,Not Possible,Entire home/apt,140
6261,52.37144751,4.849751398,3.478343786,2,1,1,1,1,1,2,7,Not Possible,Entire home/apt,120
6263,52.37154454,4.903653744,0.896494579,2,1,1,1,1,1,4,15,Not Possible,Entire home/apt,110
6265,52.34637058,4.857298755,4.634066837,6,1,2,1,4,1,2,23,Not Possible,Entire home/apt,176
6267,52.38393031,4.892371258,0.711979982,2,1,1,1,1,1,13,36,Not Possible,Entire home/apt,100
6273,52.35361532,4.879376335,3.150876234,5,1,1,1,4,1,3,2,Not Possible,Entire home/apt,250
6275,52.39013489,4.886372651,1.504657885,3,1,1,1,2,1,2,40,Not Possible,Entire home/apt,95
6276,52.36536738,4.920889992,2.116289919,2,1,1,1,1,1,1,6,Not Possible,Entire home/apt,120
6278,52.38975545,4.879987478,1.765765182,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,125
6280,52.37755225,4.875016566,1.666127314,4,1,2,1,2,1,2,11,Not Possible,Entire home/apt,132
6281,52.35645812,4.89135327,2.584750888,4,1,0,1,1,1,3,2,Not Possible,Entire home/apt,139
6284,52.37910705,4.852273859,3.198893408,2,1,2,1,2,1,4,115,Not Possible,Entire home/apt,95
6286,52.37840008,4.885971767,0.917206901,2,1.5,1,1,1,1,2,14,Not Possible,Entire home/apt,250
6287,52.36277525,4.933382385,2.93819939,4,1,1,1,1,1,4,8,Not Possible,Entire home/apt,109
6290,52.39152972,4.943638503,3.297100277,5,1,3,1,4,1,3,2,Not Possible,Entire home/apt,110
6291,52.35187674,4.884226533,3.205638235,4,1.5,1,1,1,1,3,19,Not Possible,Entire home/apt,140
6292,52.37371472,4.878541005,1.542198194,2,1,1,1,1,1,5,0,Not Possible,Entire home/apt,175
6293,52.36542192,4.878083243,2.106698913,4,1,2,1,2,1,3,2,Not Possible,Entire home/apt,175
6294,52.37197062,4.884004965,1.318559614,4,1,2,1,1,1,3,4,Not Possible,Entire home/apt,349
6295,52.35692393,4.94112639,3.758389035,2,1,2,1,1,1,2,2,Not Possible,Entire home/apt,125
6298,52.36759796,4.881128526,1.789108206,4,1,2,1,4,1,3,2,Not Possible,Entire home/apt,125
6299,52.36164681,4.803902477,6.768214994,3,1,2,1,1,1,1,58,Not Possible,Entire home/apt,85
6300,52.36390449,4.862565967,3.02334818,2,1,1,1,1,1,3,36,Not Possible,Entire home/apt,99
6304,52.36404974,4.934312818,2.903631266,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,170
6305,52.37523811,4.902673856,0.491073429,2,1,0,1,1,1,1,34,Not Possible,Entire home/apt,90
6307,52.34764769,4.847462804,4.972060786,2,1,1,1,1,1,3,2,Not Possible,Entire home/apt,130
6308,52.37370027,4.860542687,2.707720966,4,1.5,4,1,2,1,3,3,Not Possible,Entire home/apt,230
6310,52.38120009,4.886242217,0.922124208,3,1,1,1,2,1,3,1,Not Possible,Entire home/apt,70
6311,52.37181421,4.875146884,1.840018224,4,1.5,2,1,2,1,4,7,Not Possible,Entire home/apt,225
6313,52.364454,4.895842932,1.655425721,2,1,1,1,1,1,4,26,Not Possible,Entire home/apt,124
6314,52.36893418,4.872403161,2.158892384,4,1,1,1,1,1,3,13,Not Possible,Entire home/apt,250
6316,52.37343416,4.890270007,0.891737353,5,1.5,2,1,4,1,3,0,Not Possible,Entire home/apt,280
6321,52.38384784,4.878311617,1.523225159,2,1,0,1,2,1,2,16,Not Possible,Entire home/apt,85
6322,52.3766434,4.942826331,2.957342468,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,89
6325,52.36405164,4.943429048,3.426424123,2,1,1,1,2,1,1,5,Not Possible,Entire home/apt,100
6326,52.38709892,4.916424981,1.44957986,3,1,2,1,2,1,7,7,Not Possible,Entire home/apt,85
6328,52.38031895,4.88688548,0.860220874,2,1,1,1,2,1,5,19,Not Possible,Entire home/apt,95
6329,52.34737071,4.860941909,4.395860903,2,1,1,1,1,1,2,8,Not Possible,Entire home/apt,105
6330,52.36104089,4.863173225,3.181017787,4,1,2,1,1,1,2,10,Not Possible,Entire home/apt,249
6331,52.35168099,4.900560396,3.05779148,2,1,1,1,3,1,2,24,Not Possible,Entire home/apt,129
6332,52.35835595,4.876289044,2.79733358,2,1,3,1,2,1,3,11,Not Possible,Entire home/apt,180
6334,52.36918023,4.942609966,3.133392885,2,1,1,1,1,1,3,16,Not Possible,Entire home/apt,79
6337,52.33912911,4.919570341,4.656748202,4,1,1,1,1,1,1,1,Not Possible,Entire home/apt,59
6338,52.38512023,4.917592971,1.397162026,2,1,1,1,2,1,2,33,Not Possible,Entire home/apt,90
6339,52.37619962,4.862070019,2.556124459,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,125
6340,52.36953457,4.879557192,1.723036504,2,1,1,1,1,1,4,11,Not Possible,Entire home/apt,299
6342,52.37491055,4.887889335,0.916008969,4,1,2,1,1,1,2,9,Not Possible,Entire home/apt,300
6343,52.36785386,4.855116076,3.259671828,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,120
6344,52.36341042,4.874024586,2.458794718,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,99
6345,52.35233465,4.937195932,3.933449293,5,1,2,1,5,1,2,27,Not Possible,Entire home/apt,299
6347,52.38932175,4.886580107,1.423947407,1,1,1,1,1,1,4,11,Not Possible,Entire home/apt,110
6349,52.36252136,4.865179073,2.971720295,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,195
6353,52.36917285,4.919818363,1.775358351,2,1,2,1,2,1,2,4,Not Possible,Entire home/apt,100
6356,52.37185403,4.917461092,1.469868376,4,1,2,1,2,1,5,12,Not Possible,Entire home/apt,189
6357,52.36581621,4.867227421,2.642326467,2,1,1,1,2,1,1,25,Not Possible,Entire home/apt,100
6359,52.35760269,4.894365802,2.423276292,4,1,2,1,1,1,2,56,Not Possible,Entire home/apt,250
6360,52.36284431,4.860960049,3.179903223,3,1,2,1,2,1,3,6,Not Possible,Entire home/apt,130
6361,52.35043242,4.847192128,4.772520804,2,1,1,1,2,1,2,0,Not Possible,Entire home/apt,135
6364,52.3610733,4.928200462,2.804060724,5,1,3,1,1,1,3,11,Not Possible,Entire home/apt,200
6367,52.3580375,4.857397974,3.695727358,2,1,1,1,1,1,2,20,Not Possible,Entire home/apt,110
6368,52.35595834,4.789211287,7.911668099,2,1,1,1,1,1,4,0,Not Possible,Entire home/apt,81
6370,52.3529661,4.915909014,3.121168577,2,1,2,1,2,1,2,6,Not Possible,Entire home/apt,112
6371,52.38166353,4.868704303,2.102330774,4,1,2,1,1,1,1,19,Not Possible,Entire home/apt,150
6373,52.35361179,4.906809795,2.886032795,2,1,1,1,1,1,2,10,Not Possible,Entire home/apt,89
6377,52.37087469,4.874672502,1.916982677,2,1,1,1,1,1,2,36,Not Possible,Entire home/apt,105
6378,52.37571551,4.855187272,3.026084383,3,1,2,1,2,1,7,28,Not Possible,Entire home/apt,110
6379,52.38482624,4.887048746,1.047778367,4,1,0,1,2,1,2,0,Not Possible,Entire home/apt,120
6381,52.37391356,4.905102944,0.701229649,2,1,1,1,1,2,2,0,Not Possible,Entire home/apt,175
6382,52.3537991,4.901253216,2.824163308,4,1,2,1,1,1,1,12,Not Possible,Entire home/apt,232
6385,52.37154369,4.875964529,1.804486885,4,1,1,1,2,1,3,83,Not Possible,Entire home/apt,125
6387,52.35716893,4.924256826,2.970715053,2,1,1,1,2,1,3,7,Not Possible,Entire home/apt,94
6391,52.37356973,4.904249134,0.704814389,4,1,1,1,4,1,3,122,Not Possible,Entire home/apt,300
6392,52.36370145,4.862387372,3.046075537,4,1,2,1,1,2,2,11,Not Possible,Entire home/apt,140
6393,52.35906721,4.896005241,2.248084626,4,1,2,1,1,1,2,16,Not Possible,Entire home/apt,235
6394,52.38314749,4.856280297,2.959842202,3,1,1,1,1,1,1,0,Not Possible,Entire home/apt,68
6396,52.35610741,4.888119332,2.677317119,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,65
6397,52.35854623,4.857048493,3.678527554,4,1.5,2,1,2,1,2,5,Not Possible,Entire home/apt,210
6398,52.35934815,4.937089815,3.374899165,2,1,1,1,1,1,1,24,Not Possible,Entire home/apt,100
6399,52.3886981,4.940432426,2.974999704,5,1,2,1,2,1,2,2,Not Possible,Entire home/apt,115
6402,52.37037346,4.923216842,1.887741932,2,1,1,1,2,1,2,29,Not Possible,Entire home/apt,130
6404,52.35306078,4.89502784,2.918832687,2,1,1,1,1,1,3,1,Not Possible,Entire home/apt,112
6406,52.3704529,4.911043263,1.250225847,4,1,1,1,1,1,3,23,Not Possible,Entire home/apt,94
6408,52.36484041,4.875265776,2.286996985,4,1,2,1,2,1,2,5,Not Possible,Entire home/apt,150
6409,52.31779549,4.980784324,8.777322472,4,1.5,3,1,1,1,3,10,Not Possible,Entire home/apt,130
6411,52.34311099,4.895540693,4.017856206,4,1.5,3,1,4,1,2,6,Not Possible,Entire home/apt,130
6413,52.36245315,4.864245484,3.026165726,4,1,3,1,1,1,3,8,Not Possible,Entire home/apt,120
6415,52.34449314,4.90087403,3.856824265,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,95
6416,52.36129193,4.977704351,5.67088612,2,1,1,1,2,1,1,25,Not Possible,Entire home/apt,110
6418,52.34134474,4.908105415,4.246449441,5,1.5,3,1,4,1,4,2,Not Possible,Entire home/apt,156
6419,52.36470196,4.874647144,2.327885017,4,1,2,1,4,1,2,8,Not Possible,Entire home/apt,280
6421,52.38487631,4.872800877,1.913695277,2,1,1,1,2,1,4,18,Not Possible,Entire home/apt,60
6423,52.35254568,4.919328525,3.254055906,4,1.5,3,1,4,1,3,9,Not Possible,Entire home/apt,120
6424,52.36240312,4.933011989,2.944567857,4,1,2,1,2,1,2,15,Not Possible,Entire home/apt,138
6425,52.36090929,4.840163289,4.505170007,2,1,1,1,1,1,5,6,Not Possible,Entire home/apt,59
6426,52.37075753,4.851416305,3.38943467,2,1,1,1,1,1,3,7,Not Possible,Entire home/apt,110
6427,52.3449851,4.888594365,3.871397648,2,1,1,1,1,1,1,5,Not Possible,Entire home/apt,135
6428,52.36576952,4.859597145,3.086648726,2,1,2,1,2,1,21,4,Not Possible,Entire home/apt,150
6430,52.36207813,4.853093802,3.674152518,4,1,2,1,1,1,3,0,Not Possible,Entire home/apt,159
6433,52.38234472,4.903504173,0.446445113,2,1,1,1,1,1,1,14,Not Possible,Entire home/apt,89
6435,52.38140477,4.884113161,1.067827083,2,1,1,1,1,1,2,20,Not Possible,Entire home/apt,115
6436,52.37313151,4.880945224,1.423298239,2,1,1,1,1,1,13,38,Not Possible,Entire home/apt,135
6437,52.35864214,4.935782395,3.361056941,4,2.5,4,1,1,1,1,3,Not Possible,Entire home/apt,299
6438,52.35164346,4.892733358,3.094555616,2,1,1,1,1,1,3,2,Not Possible,Entire home/apt,105
6439,52.38700339,4.884720192,1.322762725,2,1.5,1,1,1,1,2,3,Not Possible,Entire home/apt,130
6440,52.36173641,4.877857946,2.429758768,2,1,1,1,1,1,3,6,Not Possible,Entire home/apt,179
6441,52.36291624,4.94415934,3.532602112,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,75
6443,52.38520796,4.877258255,1.645996733,2,1,1,1,1,1,2,16,Not Possible,Entire home/apt,149
6446,52.35518898,4.899607045,2.667032018,4,1,2,1,2,1,2,42,Not Possible,Entire home/apt,164
6447,52.36433142,4.872225283,2.476473946,5,1,3,1,2,1,5,1,Not Possible,Entire home/apt,175
6448,52.3817768,4.857819576,2.837215451,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,49
6449,52.36579912,4.872646478,2.348653783,2,1,1,1,1,1,5,28,Not Possible,Entire home/apt,100
6451,52.3724007,4.873877922,1.890530984,2,1,2,1,1,1,2,0,Not Possible,Entire home/apt,115
6453,52.37231186,4.850489945,3.406965111,2,1,1,1,1,1,1,22,Not Possible,Entire home/apt,110
6454,52.35660456,4.891845938,2.561925816,4,1,2,1,1,1,4,3,Not Possible,Entire home/apt,170
6455,52.36272228,4.848027447,3.938480558,3,1.5,1,1,2,1,2,34,Not Possible,Entire home/apt,125
6456,52.35187958,4.85576216,4.241478651,2,1,1,1,1,1,2,12,Not Possible,Entire home/apt,140
6457,52.34302495,4.905967071,4.04313771,2,1,1,1,1,1,5,7,Not Possible,Entire home/apt,65
6458,52.35784639,4.924530346,2.919795757,4,1,2,1,2,1,2,12,Not Possible,Entire home/apt,245
6460,52.38457751,4.872405535,1.928465884,2,1,1,1,1,1,3,4,Not Possible,Entire home/apt,90
6465,52.36660334,4.868827463,2.503383466,2,1.5,1,1,2,1,1,37,Not Possible,Entire home/apt,210
6466,52.35063893,4.875108777,3.57623475,4,1,3,1,5,1,2,14,Not Possible,Entire home/apt,220
6468,52.35541112,4.888121734,2.75149071,4,1,2,1,4,6,2,5,Not Possible,Entire home/apt,160
6470,52.36987626,4.925132973,2.027642319,4,1.5,3,1,4,1,4,1,Not Possible,Entire home/apt,250
6471,52.34380982,4.900462501,3.932138377,2,1,1,1,1,1,5,6,Not Possible,Entire home/apt,103
6473,52.35091488,4.848613832,4.665020581,3,1,1,1,1,1,1,11,Not Possible,Entire home/apt,175
6475,52.36574581,4.875039665,2.229373948,2,1,1,1,1,1,1,11,Not Possible,Entire home/apt,95
6476,52.38234879,4.881504327,1.265683601,3,1,2,1,2,1,3,18,Not Possible,Entire home/apt,125
6477,52.37421944,4.847865033,3.541466839,6,1.5,3,1,4,1,5,3,Not Possible,Entire home/apt,199
6478,52.35065382,4.912797788,3.298146492,2,1,1,1,1,1,3,12,Not Possible,Entire home/apt,130
6480,52.3684165,4.885150716,1.54001161,2,1,1,1,1,1,2,15,Not Possible,Entire home/apt,165
6481,52.36948798,4.897508484,1.085888743,2,1,0,1,1,1,3,20,Not Possible,Entire home/apt,185
6482,52.37798629,4.853206106,3.138528735,2,1,1,1,2,1,1,3,Not Possible,Entire home/apt,70
6485,52.35795441,4.888345211,2.47667879,3,1,2,1,3,1,2,7,Not Possible,Entire home/apt,150
6486,52.34383892,4.860032305,4.751824464,4,1,4,1,2,1,6,5,Not Possible,Entire home/apt,132
6487,52.36054616,4.914709574,2.316570347,2,1,1,1,1,1,3,10,Not Possible,Entire home/apt,135
6488,52.35762256,4.913549726,2.580943711,4,1.5,2,1,1,1,2,8,Not Possible,Entire home/apt,180
6489,52.34120798,4.899067624,4.220717308,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,98
6491,52.35441967,4.893790092,2.778979654,2,1,0,1,1,1,3,2,Not Possible,Entire home/apt,110
6492,52.36346637,4.926190373,2.519679376,2,1,1,1,2,1,2,4,Not Possible,Entire home/apt,100
6493,52.34217342,4.907497879,4.149630066,2,1,1,1,3,1,4,11,Not Possible,Entire home/apt,93
6495,52.37209359,4.852346496,3.290084221,2,1,1,1,1,1,2,9,Not Possible,Entire home/apt,80
6498,52.34439386,4.897703783,3.868390304,4,1,2,1,3,1,2,1,Not Possible,Entire home/apt,180
6500,52.36703262,4.851416087,3.526508217,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,110
6502,52.36780298,4.944788794,3.327187469,2,1,1,1,2,1,2,8,Not Possible,Entire home/apt,85
6503,52.35524612,4.9345818,3.573191079,4,1,2,1,4,1,3,93,Not Possible,Entire home/apt,145
6504,52.38054516,4.850354552,3.332430897,2,1,0,1,2,1,2,9,Not Possible,Entire home/apt,99
6510,52.37746717,4.933412407,2.313081453,4,1,2,1,1,1,5,0,Not Possible,Entire home/apt,150
6511,52.34743419,4.901975891,3.53298014,2,1,1,1,2,1,2,2,Not Possible,Entire home/apt,130
6513,52.35677056,4.88774593,2.614373425,2,1,0,1,2,1,2,5,Not Possible,Entire home/apt,100
6515,52.34214887,4.911762965,4.200304465,4,1,2,1,1,1,3,0,Not Possible,Entire home/apt,120
6517,52.37570592,4.893017241,0.582338122,2,1,1,1,1,1,1,17,Not Possible,Entire home/apt,125
6519,52.37674944,4.860431214,2.65945455,2,1,1,1,1,1,3,10,Not Possible,Entire home/apt,90
6520,52.36473801,4.871593255,2.47908724,4,1.5,2,1,1,1,3,19,Not Possible,Entire home/apt,200
6521,52.38779472,4.957843841,4.075794039,4,1.5,4,1,2,1,1,2,Not Possible,Entire home/apt,99
6522,52.37337992,4.873869098,1.850347496,4,2,2,1,3,1,5,7,Not Possible,Entire home/apt,109
6523,52.36460976,4.940552548,3.226209093,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,120
6524,52.37976507,4.850024932,3.352021649,4,1,1,1,2,1,1,33,Not Possible,Entire home/apt,50
6526,52.34127046,4.895154881,4.223683366,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,135
6529,52.37371382,4.861477957,2.645595696,4,1,2,1,4,1,2,40,Not Possible,Entire home/apt,200
6530,52.37952362,4.884814655,0.992184675,3,1,2,1,1,1,1,1,Not Possible,Entire home/apt,175
6532,52.37282694,4.852380615,3.269225203,2,1,1,1,1,1,2,11,Not Possible,Entire home/apt,98
6534,52.34986804,4.850147541,4.669081634,3,1,1,1,1,1,3,3,Not Possible,Entire home/apt,99
6537,52.38934832,4.878162413,1.831820913,2,1,1,1,1,1,2,25,Not Possible,Entire home/apt,99
6538,52.36686646,4.881229327,1.843911711,2,1,1,1,2,1,4,13,Not Possible,Entire home/apt,129
6539,52.36068633,4.930385797,2.939150578,5,1,3,1,5,1,7,2,Not Possible,Entire home/apt,100
6542,52.35758197,4.859170314,3.636969087,2,1,1,1,2,1,5,4,Not Possible,Entire home/apt,99
